race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,E,N,A,C,O,E%,N%,A%,C%,O%
Caucasian (European),26,Yes,Male,Right,Google,CA,4,2,4,1,3,1,2,2,4,4,3,5,2,3,3,2,2,1,2,1,1,5,4,2,2,5,2,4,4,5,2,1,3,2,4,2,4,1,2,4,5,1,5,1,4,1,5,4,4,5,37,20,40,37,47,74.0,40.0,80.0,74.0,94.0
Caucasian (European),29,Yes,Male,Right,Other or not provided,US,2,4,2,4,2,4,1,4,1,4,2,1,3,1,3,1,4,4,4,5,1,4,1,4,2,3,2,4,4,4,4,4,5,1,5,3,3,2,3,5,5,1,5,1,4,1,5,3,5,5,18,36,41,39,47,36.0,72.0,82.0,78.0,94.0
Caucasian (European),30,Yes,Female,Right,Other or not provided,US,3,2,4,1,5,2,4,4,3,4,4,4,4,4,2,2,2,2,2,2,2,4,1,4,1,4,2,4,4,3,2,4,4,3,3,4,4,2,4,3,3,2,4,2,4,1,4,2,5,4,36,24,41,31,39,72.0,48.0,82.0,62.0,78.0
Mixed Race,26,Yes,Female,Right,Another page,AU,4,2,4,2,4,4,4,2,4,3,4,4,3,3,2,3,3,3,3,2,2,4,2,4,2,4,2,4,4,4,3,4,3,3,3,3,3,3,4,3,4,3,4,2,4,1,3,4,4,4,37,28,40,30,39,74.0,56.0,80.0,60.0,78.0
Caucasian (European),29,No,Female,Right,Other or not provided,US,4,2,4,1,5,2,5,2,4,2,3,3,4,4,2,2,2,2,3,1,1,5,1,5,1,4,1,5,5,5,4,3,4,2,3,2,4,2,4,4,4,2,4,1,3,1,4,4,4,4,43,24,49,38,41,86.0,48.0,98.0,76.0,82.0
Caucasian (European),16,Yes,Female,Right,Google,US,2,3,2,4,2,3,1,4,2,5,4,4,4,4,3,2,2,1,2,1,1,4,2,5,1,2,2,4,4,5,3,3,3,1,1,4,2,2,3,5,5,2,5,1,5,1,3,5,5,5,20,23,42,31,47,40.0,46.0,84.0,62.0,94.0
Native American,45,Yes,Female,Right,Other or not provided,CA,4,2,5,2,5,1,5,4,4,2,4,1,3,2,3,2,1,1,3,2,4,3,1,4,2,3,1,4,4,5,4,1,3,1,4,1,5,5,5,5,2,3,3,3,4,3,5,1,3,4,42,28,39,42,31,84.0,56.0,78.0,84.0,62.0
South East Asian,19,No,Female,Right,Another page,PH,4,2,4,2,4,2,4,3,4,3,2,4,4,3,3,2,3,3,3,2,3,4,3,4,3,4,2,3,4,5,3,5,4,4,2,3,3,3,4,4,4,2,4,4,4,2,4,4,4,4,38,27,37,29,38,76.0,54.0,74.0,58.0,76.0
Other,32,Yes,Female,Right,Google,US,3,3,4,3,4,2,4,3,3,3,4,3,4,2,2,2,3,1,2,4,3,4,2,4,5,4,2,4,4,5,4,4,4,2,4,1,5,2,5,4,3,3,3,4,4,4,4,3,4,4,34,29,37,41,32,68.0,58.0,74.0,82.0,64.0
Caucasian (European),20,Yes,Male,Right,Another page,CA,2,2,2,4,4,3,1,4,1,4,2,4,4,4,2,2,4,4,2,2,2,4,4,4,2,2,4,4,4,3,2,4,2,4,2,4,2,3,2,2,5,1,5,1,5,1,4,4,5,5,23,26,33,21,48,46.0,52.0,66.0,42.0,96.0
Caucasian (Middle East),20,No,Female,Left,Another page,LB,3,3,4,3,4,3,3,3,4,5,3,3,5,4,3,3,3,3,5,5,1,5,2,4,1,5,1,5,5,3,4,3,5,4,1,1,3,5,5,5,3,4,4,3,4,3,5,3,5,5,31,35,46,34,37,62.0,70.0,92.0,68.0,74.0
Caucasian (European),20,Yes,Female,Right,Another page,GB,4,3,3,4,3,2,4,4,2,5,2,5,4,4,4,2,1,2,2,2,1,5,2,5,1,5,1,4,5,5,3,5,3,5,2,5,3,2,4,2,5,2,5,3,4,2,4,5,5,4,28,22,48,24,43,56.0,44.0,96.0,48.0,86.0
Caucasian (Indian),22,No,Male,Right,Another page,IN,3,4,3,3,2,3,2,2,2,4,2,5,4,5,4,5,3,4,4,4,5,3,1,5,1,5,4,4,4,3,2,1,3,3,3,1,5,4,2,2,3,4,5,5,2,1,4,2,3,3,26,32,37,32,30,52.0,64.0,74.0,64.0,60.0
Mixed Race,36,Yes,Female,Right,Another page,US,3,1,5,2,5,1,4,2,4,2,2,4,5,4,4,4,5,5,4,3,2,5,2,4,2,2,2,4,4,3,4,5,5,3,4,3,5,2,4,4,5,2,5,2,5,1,5,5,5,5,43,36,38,37,48,86.0,72.0,76.0,74.0,96.0
Arctic,21,Yes,Male,Right,Other or not provided,US,3,4,3,4,2,4,2,4,3,4,2,4,2,2,2,3,2,2,2,2,3,4,1,4,2,5,3,4,5,3,4,2,4,1,3,2,3,2,3,4,5,2,5,1,4,1,4,5,4,5,23,23,40,38,46,46.0,46.0,80.0,76.0,92.0
Caucasian (European),32,No,Female,Right,Another page,SI,3,2,5,2,5,3,2,4,4,2,1,4,4,3,1,1,2,3,1,2,1,5,1,4,2,2,1,4,5,4,4,3,4,1,4,3,5,2,4,4,4,1,4,1,4,2,5,4,4,4,36,20,43,40,43,72.0,40.0,86.0,80.0,86.0
Other,27,Yes,Female,Right,Other or not provided,US,5,1,5,1,3,1,5,2,5,1,1,3,5,4,3,1,5,3,2,1,5,4,1,5,4,3,2,3,4,5,3,1,5,1,5,1,5,1,5,5,5,4,5,3,5,1,4,2,5,5,47,26,36,48,41,94.0,52.0,72.0,96.0,82.0
Caucasian (European),24,Yes,Female,Right,Other or not provided,US,2,4,2,2,3,3,2,5,2,4,3,3,3,2,4,3,3,3,4,4,1,5,2,5,1,5,1,4,5,3,4,4,5,3,2,4,4,1,4,4,3,1,5,1,5,1,5,3,5,5,23,34,46,35,46,46.0,68.0,92.0,70.0,92.0
"Caucasian (North African, Other)",23,Yes,Male,Right,Another page,US,1,5,1,5,1,4,1,5,1,5,4,2,4,3,3,3,3,3,4,4,3,2,1,3,3,4,2,3,3,3,3,3,3,4,1,3,4,4,3,2,2,5,3,3,3,2,2,3,3,2,11,35,33,26,26,22.0,70.0,66.0,52.0,52.0
South East Asian,21,No,Female,Right,Google,BN,3,2,4,3,5,2,4,3,3,3,2,3,3,4,3,3,5,4,4,4,4,3,4,3,5,3,3,2,1,3,4,4,5,4,3,3,4,2,4,4,3,3,4,3,4,3,5,3,2,4,36,33,23,35,34,72.0,66.0,46.0,70.0,68.0
Caucasian (Indian),23,No,Female,Right,Another page,PK,1,5,3,5,2,5,1,5,3,5,4,2,5,1,5,5,5,5,3,5,1,5,3,5,1,5,1,5,5,5,4,4,5,5,5,5,5,1,3,5,2,3,5,1,5,1,5,1,5,5,15,46,48,36,41,30.0,92.0,96.0,72.0,82.0
Other,26,Yes,Female,Right,Another page,US,2,5,3,5,4,5,4,5,1,4,4,3,5,3,2,3,4,2,1,2,1,5,1,5,1,5,1,5,5,4,4,2,5,3,3,3,5,3,4,4,4,1,5,1,5,1,5,1,5,5,20,29,49,38,45,40.0,58.0,98.0,76.0,90.0
Mixed Race,25,Yes,Male,Left,Other or not provided,US,3,2,4,3,4,3,4,2,4,3,5,3,4,2,4,4,5,5,4,5,2,4,3,4,2,4,3,4,5,5,3,4,5,4,3,4,3,4,3,4,4,3,4,2,5,1,4,4,5,5,36,43,40,29,43,72.0,86.0,80.0,58.0,86.0
Caucasian (European),27,Yes,Male,Right,Another page,US,1,2,5,1,5,1,3,5,3,3,3,3,3,5,1,1,1,1,3,1,3,5,3,3,3,3,1,3,3,3,3,3,5,1,5,1,3,1,2,5,1,1,2,1,3,3,5,3,1,3,35,18,34,41,31,70.0,36.0,68.0,82.0,62.0
Other,23,Yes,Female,Right,Other or not provided,US,3,1,4,3,4,2,2,3,2,2,5,2,5,4,2,5,5,5,5,5,4,2,4,4,2,4,5,2,4,3,3,4,3,4,1,5,4,3,3,5,2,5,4,3,3,2,4,3,5,3,34,43,28,27,32,68.0,86.0,56.0,54.0,64.0
Caucasian (European),31,Yes,Male,Right,Other or not provided,US,4,1,3,3,5,1,5,3,5,3,4,3,5,4,3,3,5,4,3,3,2,5,4,3,3,4,2,4,4,5,3,3,5,3,2,3,3,1,4,3,4,1,5,1,5,1,4,5,5,5,41,35,38,34,48,82.0,70.0,76.0,68.0,96.0
Other,45,Yes,Female,Right,Google,US,2,2,5,2,3,2,3,3,3,2,3,3,4,3,3,3,4,3,2,2,3,4,2,4,2,4,2,4,2,4,4,3,4,2,4,2,3,2,3,4,3,3,4,3,4,2,3,2,2,4,35,30,37,37,32,70.0,60.0,74.0,74.0,64.0
Caucasian (European),20,Yes,Male,Left,Another page,GB,4,1,5,1,5,1,5,2,5,1,5,2,5,3,5,4,5,5,5,3,2,5,5,2,5,3,1,5,2,3,5,3,5,4,1,5,5,5,2,5,5,1,5,1,5,1,5,5,5,5,48,44,31,30,50,96.0,88.0,62.0,60.0,100.0
Caucasian (European),30,Yes,Female,Right,Other or not provided,US,3,2,5,2,4,2,5,4,4,2,2,5,4,5,2,2,2,2,2,1,1,5,1,5,1,5,2,5,5,5,5,4,5,1,2,1,4,1,4,4,5,1,5,1,5,1,5,5,5,5,39,19,49,41,50,78.0,38.0,98.0,82.0,100.0
"West African, Bushmen, Ethiopian",18,No,Female,Right,Another page,US,3,4,1,5,1,4,4,3,5,5,4,3,5,3,5,5,5,5,5,4,5,4,1,1,1,5,3,4,5,5,2,1,5,1,4,4,5,1,5,5,4,4,5,2,4,1,4,3,5,4,23,44,38,43,40,46.0,88.0,76.0,86.0,80.0
Other,36,Yes,Male,Right,Other or not provided,US,3,4,3,3,4,3,5,4,2,4,3,3,3,4,3,4,2,2,3,4,1,5,1,5,2,4,2,5,4,3,3,3,3,4,5,3,4,1,2,4,4,3,4,3,3,3,4,4,3,5,29,29,44,34,36,58.0,58.0,88.0,68.0,72.0
Other,34,Yes,Female,Right,Another page,US,2,2,4,2,4,3,4,5,3,2,5,1,5,1,3,4,3,4,2,3,1,5,1,5,3,3,3,5,5,4,5,1,5,1,1,2,5,2,5,5,3,1,5,3,5,1,5,2,4,5,33,39,43,44,42,66.0,78.0,86.0,88.0,84.0
South East Asian,21,No,Male,Left,Other or not provided,MX,3,3,4,2,3,3,2,4,3,5,4,5,3,2,1,1,3,3,2,3,4,4,1,4,2,4,2,4,4,4,5,1,4,2,4,1,2,2,5,3,2,2,4,2,4,2,5,2,4,3,28,25,39,41,36,56.0,50.0,78.0,82.0,72.0
"West African, Bushmen, Ethiopian",20,Yes,Female,Right,Another page,AL,4,4,1,4,5,3,2,3,5,3,4,4,3,4,2,4,3,4,3,5,4,4,2,4,4,3,2,3,4,3,4,4,2,4,3,4,2,3,3,4,4,4,3,4,2,5,3,5,3,5,30,32,33,27,30,60.0,64.0,66.0,54.0,60.0
South East Asian,24,No,Female,Right,Another page,GB,3,2,3,3,4,3,3,3,4,3,4,3,4,3,3,2,3,3,2,2,1,4,1,4,2,4,2,4,3,4,4,2,4,3,4,1,4,1,3,3,4,2,4,2,3,1,3,2,4,4,33,29,41,39,37,66.0,58.0,82.0,78.0,74.0
Caucasian (European),16,Yes,Female,Left,Another page,GB,3,5,1,4,3,5,1,5,1,5,5,2,5,3,2,5,5,5,5,4,2,5,5,3,4,5,4,3,5,3,4,5,5,4,2,5,4,3,3,2,4,3,5,4,4,3,4,4,4,4,15,43,33,27,37,30.0,86.0,66.0,54.0,74.0
Caucasian (Indian),26,No,Female,Right,Other or not provided,US,2,2,5,3,5,2,4,4,5,2,4,3,5,3,5,5,4,4,4,2,5,4,1,5,1,5,1,5,5,5,4,1,5,1,4,1,5,1,5,5,4,5,4,1,3,2,4,2,4,3,38,39,45,48,34,76.0,78.0,90.0,96.0,68.0
Caucasian (European),26,Yes,Female,Right,Another page,GB,3,1,2,3,1,1,1,5,3,5,5,1,5,1,5,5,5,4,5,5,1,2,4,5,3,5,3,5,4,2,3,5,5,3,1,4,5,1,2,4,3,1,5,1,5,3,5,4,5,3,25,49,36,31,43,50.0,98.0,72.0,62.0,86.0
Caucasian (European),20,Yes,Male,Left,Another page,GB,1,5,2,5,2,4,1,5,1,5,1,4,4,1,4,1,3,4,4,4,2,2,3,4,3,2,3,4,3,1,4,1,3,3,3,1,5,3,2,4,3,2,2,1,3,4,4,4,5,3,13,32,29,37,35,26.0,64.0,58.0,74.0,70.0
South East Asian,22,No,Female,Right,Another page,US,1,3,3,3,3,2,3,2,4,5,3,3,4,2,3,2,2,2,1,3,2,3,4,4,2,3,2,4,4,4,3,1,4,2,3,2,4,2,2,4,4,2,4,2,3,1,4,2,5,4,29,27,36,37,39,58.0,54.0,72.0,74.0,78.0
Caucasian (European),18,Yes,Male,Right,Another page,GB,3,2,4,2,5,2,3,3,4,5,4,5,5,1,2,1,5,5,2,3,4,5,4,4,2,5,2,4,2,4,4,5,4,3,1,5,4,4,1,2,2,1,5,1,4,1,5,4,5,5,35,33,36,23,45,70.0,66.0,72.0,46.0,90.0
Caucasian (European),24,Yes,Female,Right,Other or not provided,US,1,4,2,4,3,4,2,5,1,5,5,1,5,4,3,2,2,1,2,1,1,5,1,4,1,4,1,4,3,3,5,3,5,2,1,3,3,1,4,4,4,1,3,2,4,3,5,3,5,3,17,28,43,37,39,34.0,56.0,86.0,74.0,78.0
Other,20,Yes,Female,Right,Google,US,1,5,3,1,5,1,1,5,1,5,3,5,3,1,2,3,5,5,5,1,1,4,1,4,3,5,5,5,5,5,5,1,5,1,4,1,5,1,2,2,4,1,5,1,5,1,5,1,5,5,24,33,42,43,45,48.0,66.0,84.0,86.0,90.0
Mixed Race,22,Yes,Female,Right,Other or not provided,US,3,3,4,2,4,1,3,4,4,4,2,4,3,4,2,1,2,2,2,1,1,5,2,3,1,5,4,5,5,4,4,1,5,1,4,3,5,3,5,4,4,2,5,1,5,1,4,3,5,5,34,19,43,43,45,68.0,38.0,86.0,86.0,90.0
Caucasian (European),40,No,Male,Right,Another page,SE,1,3,5,3,3,2,2,2,2,3,1,5,2,3,3,1,3,2,2,2,2,4,1,4,3,4,3,3,4,3,5,3,4,3,3,2,4,1,4,5,3,1,4,1,4,1,4,3,4,5,30,20,37,40,42,60.0,40.0,74.0,80.0,84.0
Caucasian (European),16,Yes,Female,Right,Another page,GB,3,2,3,3,3,2,1,3,2,3,5,3,5,3,3,4,5,2,5,3,2,4,3,4,2,3,3,4,4,4,4,3,4,3,3,1,5,3,5,3,5,2,5,3,5,1,4,5,4,5,29,38,37,38,45,58.0,76.0,74.0,76.0,90.0
Mixed Race,15,Yes,Male,Right,Another page,GB,3,4,1,2,4,1,3,1,4,5,4,2,5,2,5,2,4,3,2,4,2,5,5,4,2,3,2,3,3,3,2,5,3,3,1,5,5,5,2,3,5,1,5,1,5,1,5,4,5,5,32,37,34,22,49,64.0,74.0,68.0,44.0,98.0
Other,24,No,Female,Right,Another page,IN,1,2,3,4,5,1,2,2,5,5,1,2,5,2,5,5,3,5,5,3,3,3,2,4,3,5,2,3,4,2,1,4,4,5,3,5,3,3,2,3,3,2,3,3,3,2,2,2,4,3,32,40,35,23,31,64.0,80.0,70.0,46.0,62.0
Caucasian (European),49,Yes,Female,Right,Another page,CA,4,3,3,3,1,3,2,3,3,4,4,3,4,2,2,4,4,4,4,5,1,4,4,4,3,4,3,3,5,2,2,5,4,4,1,5,4,4,2,3,5,3,3,4,3,3,4,4,3,3,27,38,35,22,33,54.0,76.0,70.0,44.0,66.0
South East Asian,23,No,Male,Right,Another page,AU,1,1,1,3,3,1,1,3,3,5,5,3,3,3,5,5,4,2,5,1,3,3,3,3,5,3,3,1,3,3,5,1,1,3,3,1,4,3,5,3,3,3,5,3,4,1,3,2,5,5,26,36,26,37,38,52.0,72.0,52.0,74.0,76.0
Caucasian (European),55,Yes,Female,Right,Another page,US,1,2,1,5,1,1,1,5,4,5,5,1,5,1,5,5,4,5,5,5,1,4,3,5,4,4,3,3,5,1,5,4,5,1,3,2,5,1,5,5,5,1,5,2,5,1,5,5,5,5,20,49,35,44,49,40.0,98.0,70.0,88.0,98.0
Caucasian (European),33,Yes,Female,Right,Other or not provided,US,3,4,5,5,3,3,3,5,2,5,3,3,3,2,3,2,2,1,2,1,1,5,1,5,2,4,2,5,5,5,4,2,5,2,4,1,5,1,5,5,3,3,3,1,5,1,4,2,5,4,24,24,47,46,39,48.0,48.0,94.0,92.0,78.0
Caucasian (European),33,Yes,Male,Right,Another page,US,2,3,4,3,4,3,3,4,2,4,2,4,2,3,2,3,3,3,4,2,2,3,2,4,3,3,3,4,3,3,3,2,4,2,4,3,4,2,4,4,4,2,4,3,4,2,4,3,4,4,28,26,34,38,38,56.0,52.0,68.0,76.0,76.0
"West African, Bushmen, Ethiopian",30,Yes,Female,Right,Another page,GB,1,4,3,5,1,4,2,5,2,5,4,4,3,3,2,1,4,3,2,3,3,3,1,4,2,4,3,4,2,3,4,1,4,2,4,1,4,1,3,3,3,2,3,3,3,3,4,3,3,4,16,27,35,41,33,32.0,54.0,70.0,82.0,66.0
Caucasian (European),18,No,Male,Right,Another page,FR,1,2,5,4,3,3,2,2,2,5,1,4,3,3,5,1,4,4,4,3,2,2,1,5,2,2,2,4,5,1,3,1,5,2,1,4,5,3,1,3,5,1,4,1,5,2,5,5,5,5,27,30,36,32,48,54.0,60.0,72.0,64.0,96.0
Caucasian (European),40,No,Male,Right,Another page,US,1,4,2,4,2,2,1,5,1,4,4,2,5,2,4,4,2,2,4,4,2,2,2,4,3,3,5,4,4,2,2,1,5,2,3,1,4,2,4,3,4,1,3,1,2,3,4,4,5,2,18,37,31,39,37,36.0,74.0,62.0,78.0,74.0
Caucasian (European),22,No,Female,Right,Other or not provided,RO,5,2,5,2,5,2,5,2,5,5,4,2,3,4,3,2,4,3,5,4,4,4,3,3,3,2,2,3,5,5,5,2,3,2,3,2,5,2,5,5,2,2,5,2,4,2,3,3,5,4,42,34,34,42,38,84.0,68.0,68.0,84.0,76.0
South East Asian,23,No,Female,Right,Another page,MY,3,4,4,3,3,4,2,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,4,2,4,4,4,3,3,4,4,3,4,4,3,3,4,3,4,4,4,3,2,4,2,4,3,26,35,36,31,31,52.0,70.0,72.0,62.0,62.0
South East Asian,24,Yes,Female,Left,Other or not provided,US,4,1,5,2,5,1,5,2,5,2,1,5,4,3,3,3,4,3,3,2,1,3,1,5,1,5,1,5,5,3,4,1,5,3,4,2,4,1,5,4,3,1,5,2,5,1,5,2,5,5,46,27,46,43,44,92.0,54.0,92.0,86.0,88.0
Caucasian (European),42,Yes,Male,Right,Another page,US,4,2,5,2,5,1,5,2,5,3,3,4,4,5,2,1,1,1,2,1,1,5,2,5,1,4,2,4,5,5,3,4,4,2,3,4,4,2,2,4,5,1,4,1,4,2,5,4,4,5,44,18,46,32,45,88.0,36.0,92.0,64.0,90.0
Caucasian (European),27,Yes,Female,Left,Other or not provided,US,3,1,4,3,4,1,2,4,3,4,2,4,3,2,2,4,3,3,3,3,1,5,1,5,1,4,1,3,5,4,4,4,5,3,3,3,3,2,4,5,5,1,4,1,4,1,5,5,5,5,33,29,46,36,48,66.0,58.0,92.0,72.0,96.0
Other,16,Yes,Female,Right,Another page,GB,1,4,1,5,3,5,1,1,5,5,5,1,5,1,3,2,5,5,5,5,5,5,5,4,5,1,5,1,4,4,2,4,4,3,3,2,3,3,3,3,5,2,5,3,5,1,5,5,5,5,21,45,23,30,47,42.0,90.0,46.0,60.0,94.0
Caucasian (European),40,Yes,Female,Right,Other or not provided,US,3,1,5,2,5,2,4,3,3,2,4,2,4,2,3,4,3,3,4,4,1,5,1,5,1,4,1,4,4,4,3,2,4,1,3,1,5,2,4,4,4,2,4,2,4,2,4,3,5,4,40,37,46,41,40,80.0,74.0,92.0,82.0,80.0
Caucasian (European),45,No,Male,Both,Other or not provided,DE,1,5,2,5,2,5,1,5,1,5,4,3,3,1,4,1,2,1,1,5,5,4,1,5,2,3,2,5,3,4,3,4,5,3,1,4,4,4,2,4,5,1,5,2,5,1,5,5,5,5,12,29,38,28,49,24.0,58.0,76.0,56.0,98.0
Caucasian (European),20,Yes,Female,Right,Another page,US,3,2,3,2,4,1,2,1,4,5,4,2,4,1,4,4,2,2,4,1,1,5,3,5,1,5,1,5,4,3,3,2,5,1,2,4,5,1,4,3,3,2,5,1,5,1,4,2,4,4,35,34,45,38,41,70.0,68.0,90.0,76.0,82.0
Caucasian (European),33,Yes,Female,Right,Other or not provided,US,2,3,2,5,4,2,2,5,2,5,2,4,4,2,3,4,5,4,3,4,1,5,1,5,1,5,1,5,5,3,2,5,5,4,2,2,3,2,3,2,5,1,5,1,5,1,5,5,5,4,22,35,48,28,49,44.0,70.0,96.0,56.0,98.0
Caucasian (European),24,Yes,Male,Right,Other or not provided,US,3,2,4,2,4,2,4,2,4,4,2,5,2,4,2,4,3,4,4,2,4,2,4,2,5,2,4,4,2,4,4,4,2,4,1,4,4,2,4,2,4,1,5,1,5,1,2,4,4,5,37,26,23,27,44,74.0,52.0,46.0,54.0,88.0
Other,21,Yes,Female,Right,Other or not provided,US,4,2,4,1,4,2,4,3,4,3,3,4,3,4,2,2,2,2,2,2,1,3,2,5,2,4,2,4,4,5,4,3,3,3,3,3,4,2,4,3,3,2,4,2,5,2,4,3,4,4,39,22,42,34,39,78.0,44.0,84.0,68.0,78.0
South East Asian,15,No,Male,Right,Another page,CA,3,3,2,3,2,1,2,5,4,5,4,4,5,5,1,5,5,2,5,5,2,2,4,4,3,2,3,3,4,2,5,1,5,4,1,2,4,3,5,3,3,2,5,2,4,2,4,3,5,5,26,35,29,37,41,52.0,70.0,58.0,74.0,82.0
Mixed Race,16,Yes,Female,Right,Another page,US,3,5,2,4,2,2,2,4,2,4,5,2,5,2,3,5,4,4,5,5,2,2,4,1,5,1,5,3,2,3,4,1,5,3,3,4,5,3,4,4,5,3,5,3,4,1,2,4,5,5,22,44,20,38,41,44.0,88.0,40.0,76.0,82.0
North East Asian,17,Yes,Female,Right,Another page,US,3,3,3,3,2,1,2,4,2,5,5,3,5,1,1,4,4,4,4,5,4,2,1,4,4,4,4,3,2,2,2,3,3,3,1,3,3,4,3,1,4,4,3,3,3,3,4,3,1,3,26,40,28,24,29,52.0,80.0,56.0,48.0,58.0
Caucasian (European),14,Yes,Male,Right,Google,US,1,2,1,4,1,5,1,5,1,5,2,4,2,3,1,1,1,1,4,3,5,2,2,1,5,1,5,1,1,1,5,1,5,1,5,1,5,1,5,5,4,1,2,2,5,3,5,4,4,5,14,20,14,50,41,28.0,40.0,28.0,100.0,82.0
Caucasian (European),59,Yes,Female,Right,Another page,NZ,2,3,5,2,5,1,2,5,1,3,2,4,2,1,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,4,1,3,1,3,2,3,1,3,4,5,1,4,1,5,1,5,5,5,5,31,17,50,39,49,62.0,34.0,100.0,78.0,98.0
"West African, Bushmen, Ethiopian",35,Yes,Female,Right,Other or not provided,US,4,4,3,4,4,3,5,2,2,5,3,4,4,2,3,3,2,2,3,1,1,3,1,5,3,4,4,4,4,4,4,3,4,4,4,3,4,1,3,4,4,4,3,2,3,3,4,3,4,4,30,27,39,36,34,60.0,54.0,78.0,72.0,68.0
Caucasian (European),21,No,Female,Right,Other or not provided,DK,4,1,2,2,3,2,3,3,3,5,5,1,5,1,5,5,5,5,5,5,2,4,2,4,2,3,2,3,4,3,3,4,4,2,2,2,5,3,4,4,5,2,5,1,4,1,4,5,5,4,32,50,37,35,46,64.0,100.0,74.0,70.0,92.0
Caucasian (European),47,Yes,Female,,Another page,US,1,5,1,4,2,4,1,5,2,5,5,1,5,1,5,5,5,5,5,5,2,3,2,5,1,5,1,4,5,3,3,4,5,5,3,5,3,3,4,4,3,5,3,5,3,5,3,2,4,3,14,50,43,29,24,28.0,100.0,86.0,58.0,48.0
Caucasian (European),30,Yes,Female,Right,Google,US,2,2,3,3,4,2,4,4,2,4,4,3,4,3,2,2,4,4,2,3,2,5,1,4,2,4,2,4,4,4,4,2,3,2,2,2,4,4,4,4,4,4,4,4,3,3,4,4,4,3,30,31,42,35,33,60.0,62.0,84.0,70.0,66.0
Other,13,Yes,Female,Right,Another page,US,4,1,4,2,5,1,5,3,5,2,5,3,5,3,2,4,4,4,2,2,1,5,2,5,1,5,1,5,5,3,5,3,4,3,2,4,4,2,3,4,2,2,4,3,4,2,5,2,4,4,44,34,47,34,36,88.0,68.0,94.0,68.0,72.0
Caucasian (European),18,Yes,Male,Right,Another page,US,5,3,3,3,2,3,1,4,3,5,1,4,1,3,1,2,2,2,2,2,5,3,5,2,4,2,4,2,2,3,2,5,2,5,1,5,1,5,1,1,4,2,5,2,5,2,5,4,4,4,26,18,20,12,43,52.0,36.0,40.0,24.0,86.0
Caucasian (European),41,Yes,Female,Right,Google,US,1,2,2,5,3,2,1,5,1,3,5,2,4,2,2,4,4,4,4,4,1,4,1,5,2,5,2,4,5,3,3,1,3,4,2,1,3,1,4,5,5,1,3,1,5,1,3,5,5,3,21,39,44,37,44,42.0,78.0,88.0,74.0,88.0
Other,16,No,Male,Right,Google,BR,3,3,3,5,4,4,1,4,4,1,5,2,1,1,3,5,5,4,4,1,5,1,3,1,5,2,5,1,1,3,3,5,5,3,3,3,2,5,4,1,3,3,5,4,3,5,5,2,5,3,28,37,15,26,32,56.0,74.0,30.0,52.0,64.0
Caucasian (European),26,No,Male,Right,Google,SE,4,2,5,1,4,2,4,2,4,2,4,5,2,4,4,2,2,2,2,2,3,4,3,4,2,3,1,4,4,4,3,3,3,2,2,3,3,3,4,3,4,2,4,2,4,1,4,3,3,3,42,23,38,31,38,84.0,46.0,76.0,62.0,76.0
Caucasian (European),46,No,Male,Right,Another page,IT,4,5,5,1,5,1,5,1,5,5,1,3,5,1,1,1,1,1,1,1,5,5,1,5,1,5,1,5,5,5,3,5,5,1,1,5,5,1,1,2,5,1,4,1,3,1,5,5,5,5,41,20,46,29,47,82.0,40.0,92.0,58.0,94.0
Caucasian (European),26,Yes,Female,Right,Another page,US,3,5,4,4,4,4,3,5,2,5,5,3,5,3,3,4,3,1,5,3,1,4,1,5,1,4,1,4,5,3,4,1,5,4,5,1,5,1,4,4,4,1,4,1,4,3,4,4,4,3,23,35,45,44,40,46.0,70.0,90.0,88.0,80.0
Caucasian (European),35,Yes,Female,Right,Another page,GB,4,1,5,2,5,1,4,2,5,1,1,5,1,5,2,1,1,1,4,1,4,5,5,3,3,1,3,1,1,5,5,1,5,2,2,1,4,3,3,5,5,1,5,2,5,1,5,4,1,5,46,14,25,41,44,92.0,28.0,50.0,82.0,88.0
Mixed Race,15,Yes,Female,Right,Another page,CA,1,4,4,4,4,4,3,4,4,5,4,4,3,4,5,4,5,4,5,4,5,4,4,1,5,1,5,2,1,3,4,4,5,2,4,3,4,2,5,3,4,4,4,4,4,4,5,4,5,4,25,38,17,38,36,50.0,76.0,34.0,76.0,72.0
Caucasian (European),55,Yes,Female,Right,Google,GB,3,3,2,3,4,2,1,4,2,5,4,2,5,1,5,4,4,4,4,4,2,4,1,4,1,4,2,4,4,3,2,5,5,4,1,4,1,4,3,4,5,2,5,3,3,1,4,5,5,3,25,43,41,23,42,50.0,86.0,82.0,46.0,84.0
Caucasian (European),28,Yes,Female,Right,Another page,US,3,2,4,3,4,2,1,2,4,3,4,2,4,2,3,3,4,3,3,3,5,4,2,5,2,4,3,5,5,5,4,2,4,1,3,2,4,1,4,5,5,1,5,1,4,1,4,5,5,5,34,35,40,42,48,68.0,70.0,80.0,84.0,96.0
